Country.Name,Country.ISO,Series.Name,Series.Year,Indicator,Sex,Series.Type,Series.Category,Data.Collection.Method,Model.Life.Table,Years.Preceding.the.Survey or Time.Since.First.Birth or Age.Group.of.Women,Interval,Reference.Date,Estimates,Standard.Error.of.Estimates,Indirect.method.based.on.TSFB,Method.based.on.Age.Group.of.Women,Inclusion,Adjustment,DataCatalogID
Afghanistan,AFG,Afghanistan Living Conditions Survey,2011-2012,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,CD West,20-24,,"2009,9","105,9",,0,1,0,,5252
Afghanistan,AFG,Afghanistan Living Conditions Survey,2011-2012,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,CD West,25-29,,"2008,0","85,0",,0,1,0,,5252
Afghanistan,AFG,Afghanistan Living Conditions Survey,2011-2012,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,CD West,30-34,,"2005,8","90,7",,0,1,0,,5252
Afghanistan,AFG,Afghanistan Living Conditions Survey,2011-2012,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,CD West,35-39,,"2003,2","97,7",,0,1,0,,5252
Afghanistan,AFG,Afghanistan Living Conditions Survey,2011-2012,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,CD West,40-44,,"2000,5","100,3",,0,1,0,,5252
Afghanistan,AFG,Afghanistan Living Conditions Survey,2011-2012,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,CD West,45-49,,"1997,5","101,7",,0,1,0,,5252
Afghanistan,AFG,Multiple Indicator Cluster Survey,2010-2011,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,CD West,20-24,,"2009,0","107,7",,0,1,0,,4983
Afghanistan,AFG,Multiple Indicator Cluster Survey,2010-2011,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,CD West,25-29,,"2007,3","101,1",,0,1,1,,4983
Afghanistan,AFG,Multiple Indicator Cluster Survey,2010-2011,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,CD West,30-34,,"2005,2","103,2",,0,1,1,,4983
Afghanistan,AFG,Multiple Indicator Cluster Survey,2010-2011,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,CD West,35-39,,"2002,8","107,3",,0,1,1,,4983
Afghanistan,AFG,Multiple Indicator Cluster Survey,2010-2011,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,CD West,40-44,,"2000,2","116,2",,0,1,1,,4983
Afghanistan,AFG,Multiple Indicator Cluster Survey,2010-2011,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,CD West,45-49,,"1997,2","120,1",,0,1,1,,4983
Afghanistan,AFG,Multiple Indicator Cluster Survey Excluding South Zone,2010-2011,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,CD West,20-24,,"2009,0","91,0",,0,1,0,,4983
Afghanistan,AFG,Multiple Indicator Cluster Survey Excluding South Zone,2010-2011,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,CD West,25-29,,"2007,3","105,7",,0,1,0,,4983
Afghanistan,AFG,Multiple Indicator Cluster Survey Excluding South Zone,2010-2011,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,CD West,30-34,,"2005,3","114,4",,0,1,0,,4983
Afghanistan,AFG,Multiple Indicator Cluster Survey Excluding South Zone,2010-2011,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,CD West,35-39,,"2003,0","115,8",,0,1,0,,4983
Afghanistan,AFG,Multiple Indicator Cluster Survey Excluding South Zone,2010-2011,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,CD West,40-44,,"2000,4","134,1",,0,1,0,,4983
Afghanistan,AFG,Multiple Indicator Cluster Survey Excluding South Zone,2010-2011,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,CD West,45-49,,"1997,4","143,2",,0,1,0,,4983
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone,2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,0-1,2,"2009,0","72,6",,,,0,,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone,2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,2-3,2,"2007,0","87,2",,,,0,,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone,2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,4-5,2,"2005,0","83,2",,,,0,,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone,2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,6-7,2,"2003,0","99,3",,,,0,,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone,2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,8-9,2,"2001,0","107,5",,,,0,,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone,2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,10-11,2,"1999,0","110,4",,,,0,,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone,2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,12-13,2,"1997,0","111,0",,,,0,,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone,2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,14-15,2,"1995,0","110,4",,,,0,,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone,2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,16-17,2,"1993,0","120,1",,,,0,,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone,2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,18-19,2,"1991,0","138,2",,,,0,,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone,2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,20-21,2,"1989,0","167,8",,,,0,,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone,2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,22-23,2,"1987,0","173,6",,,,0,,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone (Household data (5 year)),2010,Under-five Mortality Rate,Total,Household Deaths,Special DHS,Household Deaths,,,,"2008,1","97,0",,,,1,,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone (NN adjusted),2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,0-1,2,"2009,0","95,3",,,,1,NN adjustment,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone (NN adjusted),2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,2-3,2,"2007,0","113,5",,,,1,NN adjustment,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone (NN adjusted),2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,4-5,2,"2005,0","107,5",,,,1,NN adjustment,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone (NN adjusted),2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,6-7,2,"2003,0","121,6",,,,1,NN adjustment,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone (NN adjusted),2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,8-9,2,"2001,0","137,4",,,,1,NN adjustment,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone (NN adjusted),2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,10-11,2,"1999,0","133,6",,,,1,NN adjustment,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone (NN adjusted),2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,12-13,2,"1997,0","137,9",,,,1,NN adjustment,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone (NN adjusted),2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,14-15,2,"1995,0","136,4",,,,1,NN adjustment,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone (NN adjusted),2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,16-17,2,"1993,0","143,8",,,,1,NN adjustment,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone (NN adjusted),2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,18-19,2,"1991,0","169,1",,,,1,NN adjustment,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone (NN adjusted),2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,20-21,2,"1989,0","189,5",,,,1,NN adjustment,5045
Afghanistan,AFG,Afghanistan Mortality Survey (AMS) Excluding South Zone (NN adjusted),2010,Under-five Mortality Rate,Total,Direct,Special DHS,Full Birth Histories,,22-23,2,"1987,0","194,3",,,,1,NN adjustment,5045
Afghanistan,AFG,National Risk and Vulnerability Assessment Survey,2007-2008,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,CD West,20-24,,"2006,3","171,0",,0,1,0,,4465
Afghanistan,AFG,National Risk and Vulnerability Assessment Survey,2007-2008,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,CD West,25-29,,"2004,4","155,0",,0,1,1,,4465
Afghanistan,AFG,National Risk and Vulnerability Assessment Survey,2007-2008,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,CD West,30-34,,"2002,0","150,0",,0,1,1,,4465
Afghanistan,AFG,National Risk and Vulnerability Assessment Survey,2007-2008,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,CD West,35-39,,"1999,5","143,0",,0,1,1,,4465
Afghanistan,AFG,National Risk and Vulnerability Assessment Survey,2007-2008,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,CD West,40-44,,"1996,6","152,0",,0,1,1,,4465
Afghanistan,AFG,National Risk and Vulnerability Assessment Survey,2007-2008,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,CD West,45-49,,"1993,6","134,0",,0,1,1,,4465
Afghanistan,AFG,Afghanistan Health Survey,2006-2007,Under-five Mortality Rate,Total,Indirect,NDHS,Summary Birth Histories,,25-29,,"2002,9","162,0",,0,1,1,,4369
Afghanistan,AFG,Afghanistan Health Survey,2006-2007,Under-five Mortality Rate,Total,Indirect,NDHS,Summary Birth Histories,,30-34,,"2000,8","148,0",,0,1,1,,4369
Afghanistan,AFG,Afghanistan Health Survey,2006-2007,Under-five Mortality Rate,Total,Indirect,NDHS,Summary Birth Histories,,35-39,,"1998,6","140,0",,0,1,1,,4369
Afghanistan,AFG,Afghanistan Health Survey,2006-2007,Under-five Mortality Rate,Total,Indirect,NDHS,Summary Birth Histories,,40-44,,"1996,1","144,0",,0,1,1,,4369
Afghanistan,AFG,Afghanistan Health Survey,2006-2007,Under-five Mortality Rate,Total,Indirect,NDHS,Summary Birth Histories,,45-49,,"1993,1","135,0",,0,1,1,,4369
Afghanistan,AFG,Multiple Indicator Cluster Survey,2003,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,0-4,,"2001,0","82,0",,,,0,,1925
Afghanistan,AFG,Multiple Indicator Cluster Survey,2003,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,5-9,,"1996,0","88,0",,,,0,,1925
Afghanistan,AFG,Multiple Indicator Cluster Survey,2003,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,10-14,,"1991,0","104,0",,,,0,,1925
Afghanistan,AFG,Multiple Indicator Cluster Survey,2003,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,15-19,,"1986,0","136,0",,,,0,,1925
Afghanistan,AFG,Multiple Indicator Cluster Survey,2003,Under-five Mortality Rate,Total,Direct,MICS,Full Birth Histories,,20-24,,"1981,0","177,0",,,,0,,1925
Afghanistan,AFG,Multiple Indicator Cluster Survey,2003,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,,20-24,,"2001,4","114,0",,0,1,0,,1925
Afghanistan,AFG,Multiple Indicator Cluster Survey,2003,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,,25-29,,"1999,6","100,0",,0,1,0,,1925
Afghanistan,AFG,Multiple Indicator Cluster Survey,2003,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,,30-34,,"1997,3","95,0",,0,1,0,,1925
Afghanistan,AFG,Multiple Indicator Cluster Survey,2003,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,,35-39,,"1994,7","95,0",,0,1,0,,1925
Afghanistan,AFG,Multiple Indicator Cluster Survey,2003,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,,40-44,,"1991,9","99,0",,0,1,0,,1925
Afghanistan,AFG,Multiple Indicator Cluster Survey,2003,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,,45-49,,"1988,9","99,0",,0,1,0,,1925
Afghanistan,AFG,Multiple Indicator Cluster Survey,2000,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,,25-29,,"1996,5","171,0",,0,1,0,,2893
Afghanistan,AFG,Multiple Indicator Cluster Survey,2000,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,,30-34,,"1994,0","158,0",,0,1,0,,2893
Afghanistan,AFG,Multiple Indicator Cluster Survey,2000,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,,35-39,,"1991,2","131,0",,0,1,0,,2893
Afghanistan,AFG,Multiple Indicator Cluster Survey,2000,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,,40-44,,"1988,3","159,0",,0,1,0,,2893
Afghanistan,AFG,Multiple Indicator Cluster Survey,2000,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,,45-49,,"1985,3","170,0",,0,1,0,,2893
Afghanistan,AFG,Multiple Indicator Cluster Survey,1997,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,,20-24,,"1994,0","236,0",,0,1,0,,5250
Afghanistan,AFG,Multiple Indicator Cluster Survey,1997,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,,25-29,,"1993,0","236,0",,0,1,1,,5250
Afghanistan,AFG,Multiple Indicator Cluster Survey,1997,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,,30-34,,"1990,0","257,0",,0,1,1,,5250
Afghanistan,AFG,Multiple Indicator Cluster Survey,1997,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,,35-39,,"1988,0","247,0",,0,1,1,,5250
Afghanistan,AFG,Multiple Indicator Cluster Survey,1997,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,,40-44,,"1985,0","300,0",,0,1,1,,5250
Afghanistan,AFG,Multiple Indicator Cluster Survey,1997,Under-five Mortality Rate,Total,Indirect,MICS,Summary Birth Histories,,45-49,,"1982,0","280,0",,0,1,1,,5250
Afghanistan,AFG,Census,1979,Under-five Mortality Rate,Total,Household Deaths,Census,Household Deaths,,,,"1978,5","272,0",,,,1,,280
Afghanistan,AFG,National Demographic and Family Guidance Survey,1972,Under-five Mortality Rate,Total,Household Deaths,Others,Household Deaths,,,,"1973,0","269,0",,,,0,,160
Afghanistan,AFG,National Demographic and Family Guidance Survey,1972,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,,20-24,,"1971,4","360,0",,0,1,0,,160
Afghanistan,AFG,National Demographic and Family Guidance Survey,1972,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,,25-29,,"1969,4","332,0",,0,1,1,,160
Afghanistan,AFG,National Demographic and Family Guidance Survey,1972,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,,30-34,,"1967,1","327,0",,0,1,1,,160
Afghanistan,AFG,National Demographic and Family Guidance Survey,1972,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,,35-39,,"1964,5","343,0",,0,1,1,,160
Afghanistan,AFG,National Demographic and Family Guidance Survey,1972,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,,40-44,,"1961,8","357,0",,0,1,1,,160
Afghanistan,AFG,National Demographic and Family Guidance Survey,1972,Under-five Mortality Rate,Total,Indirect,Others,Summary Birth Histories,,45-49,,"1958,9","368,0",,0,1,1,,160
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2021,5","9,0","0,6",,,1,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2019,5","10,8","0,6",,,1,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2018,5","9,6","0,6",,,1,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2017,5","8,9","0,5",,,1,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2016,5","9,9","0,6",,,1,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2015,5","8,6","0,5",,,1,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2014,5","9,2","0,5",,,1,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2013,5","9,9","0,5",,,1,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2012,5","10,9","0,6",,,1,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2011,5","11,2","0,6",,,1,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2010,5","15,0","0,7",,,1,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2009,5","15,5","0,7",,,1,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2008,5","15,8","0,7",,,1,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2007,5","16,4","0,7",,,1,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2006,5","16,9","0,7",,,1,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2005,5","21,4","0,7",,,1,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2004,5","12,3","0,5",,,0,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2003,5","14,5","0,6",,,0,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2002,5","14,9","0,6",,,0,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2001,5","15,6","0,5",,,0,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"2000,5","15,4","0,5",,,0,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1999,5","16,3","0,5",,,0,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1998,5","20,4","0,6",,,0,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1997,5","21,1","0,6",,,0,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1996,5","30,0","0,7",,,0,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1995,5","33,3","0,7",,,0,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1994,5","36,5","0,7",,,0,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1993,5","46,6","0,8",,,0,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1992,5","44,9","0,8",,,0,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1991,5","44,0","0,8",,,0,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1990,5","42,7","0,7",,,0,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1989,5","43,5","0,7",,,0,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1988,5","41,7","0,7",,,0,,471
Albania,ALB,VR Submitted to WHO/UNIGME 2022 version,2022,Under-five Mortality Rate,Total,VR,VR,Vital Registration,,,1,"1987,5","46,3","0,8",,,0,,471
